"date","Mcomplete","Stdcomplete","Mlast300","Mlast200","Mlast100","MinCompl","Q25Compl","Q50Compl","Q75Compl","MaxCompl"
"40311",2016-08-24 07:33:24,51.437908496732,4.28956800324476,51.2530864197531,52.0185185185185,53.1296296296296,46,49,50,53,69
"40229",2016-08-25 07:26:05,51.8172757475083,2.69772207236839,51.9006211180124,51.9065420560748,53.4339622641509,47,50,52,53,68
"40304",2016-08-26 08:21:36,54.8289036544851,2.80105075257288,54.3037974683544,54.4285714285714,53.3396226415094,50,53,54,56,69
"40373",2016-08-27 07:01:02,48.2953795379538,4.138536305057,48.4397590361446,48.4594594594595,49.4181818181818,42,46,48,50,68
"40370",2016-08-28 07:31:05,48.9470198675497,4.25207092959627,48.3915662650602,48.7181818181818,52.4528301886792,43,46,48,51,67
"40218",2016-08-29 07:16:07,51.3727121464226,4.12401755557234,53,54.4761904761905,51.8181818181818,46,49,51,52,69
"39894",2016-08-30 07:40:55,51.3236245954693,3.29708753185544,51.9316770186335,52.9158878504673,51.4444444444444,45,50,51,53,71
"40167",2016-08-31 06:43:21,46.8208955223881,3.90005041206406,47.3592814371258,47.4732142857143,46.2456140350877,42,44,46,48,67
"39977",2016-09-01 07:41:10,50.8550247116969,3.623639422515,52.6918238993711,52.8962264150943,55.5576923076923,46,48,50,53,70
"39986",2016-09-02 07:11:35,51.2731707317073,4.08223834403545,53.7088607594937,52.7476635514019,51.4814814814815,45,49,50,53,70
"40017",2016-09-03 06:31:00,52.5182724252492,3.65215934652133,53.5534591194969,54.1509433962264,52.0925925925926,46,50,52,55,68
"39918",2016-09-04 08:21:19,55.6627906976744,3.53648596270919,54.6687898089172,54.6057692307692,57.3725490196078,50,53,55,58,70
"39928",2016-09-05 08:02:38,57.063227953411,4.28555662230131,56.141935483871,56,54.2830188679245,50,54,56,59,71
"40183",2016-09-06 06:27:56,49.2262895174709,3.57286640892714,49,49.1090909090909,50.8181818181818,45,47,48,50,70
"40493",2016-09-07 08:22:24,57.273631840796,4.70524037153626,56.2709677419355,57.0980392156863,60.82,52,54,56,60,72
"40487",2016-09-08 07:42:50,50.3512195121951,3.48242132464681,50.8414634146341,50.6697247706422,52.3518518518519,45,48,50,52,69
"40275",2016-09-09 07:45:45,54.7308970099668,3.38745982302423,53.7025316455696,55.0192307692308,55.0377358490566,48,53,54,56,68
"40268",2016-09-10 07:30:57,52.6156405990017,3.78290298103837,52.51875,53.552380952381,55.1132075471698,47,50,52,54,70
"40435",2016-09-11 07:53:01,55.8029315960912,3.23549712353798,56.8451612903226,56.8349514563107,55.4528301886792,50,53,55,58,67
"40277",2016-09-21 08:01:40,48.2181818181818,3.76178061261997,45.9941176470588,46.0884955752212,45.7368421052632,44,46,47,49,68
"40189",2016-09-22 07:06:30,47.8758278145695,4.28458749784478,45.5964912280702,44.4086956521739,44.1896551724138,42,46,47,49,69
"40208",2016-09-24 07:30:47,45.3066884176183,4.75998135629068,47.4378698224852,46.5663716814159,45.6140350877193,42,43,43,46,70
"40375",2016-09-25 08:16:05,51.3039867109635,3.68911932365741,51.6273291925466,52.8598130841121,52.1111111111111,47,49,51,52,69
"40173",2016-09-26 07:01:41,52.4651162790698,4.1228569165701,53.5094339622642,53.4716981132075,56.1730769230769,45,50,52,54,70
"40265",2016-09-27 07:01:09,50.1295681063123,3.85422681899051,50.1349693251534,49.5636363636364,48.75,46,48,49,51,69
"40291",2016-09-28 07:11:05,55.6184210526316,3.57030441487058,58.0065359477124,57.2912621359223,57.4038461538462,49,53,56,57,70
"40011",2016-09-29 08:10:57,54.5989932885906,2.94577304230343,55.224358974359,54.6761904761905,54.377358490566,51,53,54,55,70
"40114",2016-09-30 07:06:42,53.4521452145215,3.76106899943983,54.3670886075949,54.8666666666667,54.4716981132075,48,51,53,55,71
"39951",2016-10-01 05:41:17,51.7404958677686,4.12114918616582,50.9876543209877,51.8240740740741,51.6181818181818,47,49,51,52,70
"39895",2016-10-02 08:36:46,53.3207236842105,3.17643166014371,53.7295597484277,53.5188679245283,54.0188679245283,48,51,53,54,69
"40289",2016-10-03 07:50:31,48.390365448505,3.54464375742572,48.6746987951807,48.9459459459459,48.875,45,47,48,49,69
"39974",2016-10-04 07:26:36,52.8990066225166,4.07940249501983,57.1538461538462,56.1704545454545,54.7837837837838,47,50,52,55,69
"39998",2016-10-05 07:26:20,54.421926910299,4.47229046142516,56.7012987012987,56.5631067961165,59.16,47,51,54,57,69
"40122",2016-10-07 06:51:30,52.9950166112957,3.7534199712514,52.6875,52.4485981308411,56.2884615384615,46,51,52,55,70
"40004",2016-10-08 08:31:21,55.3913764510779,4.51311031479742,57.3464052287582,56.9417475728155,56.3461538461538,50,52,54,58,70
"40453",2016-10-09 08:31:32,57.5116279069767,3.93635273905614,57.7236842105263,57.8823529411765,58.82,49,55,58,60,67
"40199",2016-10-10 07:09:15,49.2906976744186,4.34726526904316,50.9068322981366,50.9537037037037,51.4528301886792,44,46,48,51,68
"40080",2016-10-11 07:01:00,51.6714060031596,3.77861496975379,51.8571428571429,53.2547169811321,54.9433962264151,45,49,51,53,70
"40323",2016-10-12 07:09:56,47.7936772046589,4.34327372177902,50.0368098159509,51.1666666666667,50.2545454545455,43,44,47,50,69
"40337",2016-10-13 07:01:19,50.3196721311475,2.65926639464318,51.5527950310559,51.9345794392523,51.4259259259259,45,48,50,52,58
"40490",2016-10-14 07:17:13,50.4036544850498,2.53721451682369,50.8159509202454,50.4495412844037,50.4545454545455,45,48,51,52,56
"39916",2016-10-15 07:02:08,50.9068219633943,2.85913216144051,50.680981595092,51.3796296296296,50.1272727272727,45,49,51,53,59
"39914",2016-10-16 07:17:11,52.7872340425532,3.6825553373096,51.5185185185185,51.4311926605505,52.4444444444444,48,51,52,54,69
